timestamp,gpu_utilization_pct,active_jobs,active_gpus,total_gpus,power_consumption_kw,avg_job_duration_hrs,price_mwh,hourly_cost_usd,jobs_per_dollar,hour,day_of_week,month,is_weekend
2025-08-14 17:00:00,77.45071229516849,147,77,100,24.5961605230126,1.670139803318274,131.17606844275272,3.2264276361956337,45.42045011480499,17,3,8,0
2025-08-14 18:00:00,92.84544784612038,155,92,100,30.389022186066015,5.810544333470341,116.88905322364835,3.552144031721701,43.513119800796886,18,3,8,0
2025-08-14 19:00:00,37.95788421097572,90,37,100,10.585606360978167,2.781816822196533,76.48769937914996,0.8096686770845156,109.8004626944164,19,3,8,0
2025-08-14 20:00:00,38.01405369644615,27,38,100,12.483421437932469,2.6842185514853143,76.4879456457623,0.9548312604177225,27.984167913786692,20,3,8,0
2025-08-14 21:00:00,29.807533194983648,86,29,100,7.910019054296546,3.9205248816277694,103.68819223261087,0.8201755762655151,103.59254410598875,21,3,8,0
2025-08-14 22:00:00,23.815444479970626,67,23,100,7.3124271221697,4.356758288102087,42.67434729152909,0.31205305455546634,208.04025626299648,22,3,8,0
2025-08-14 23:00:00,36.83425913212226,82,36,100,9.556926936383913,0.9878869473895964,30.305256140650478,0.28962511872459656,273.6753191756634,23,3,8,0
2025-08-15 00:00:00,50.63547027518508,67,50,100,16.421159731569958,1.232540855047879,40.42560043585965,0.6638352420018755,99.4308338651921,0,4,8,0
2025-08-15 01:00:00,35.97440081655905,117,35,100,10.485827914025169,0.757913908364138,37.41962271566034,0.3923757244041615,290.77300866808935,1,4,8,0
2025-08-15 02:00:00,29.134336065661504,75,29,100,9.038733554532826,5.468917132654865,15.86719755342202,0.14341937094251678,488.85613035202067,2,4,8,0
2025-08-15 03:00:00,48.132953925071334,40,48,100,12.48741208958626,7.7718847082341895,24.87168879665576,0.3105830273677863,124.77266912234352,3,4,8,0
2025-08-15 04:00:00,47.952918538036855,84,47,100,15.343283064917541,7.414056762673376,38.142473325952736,0.5852307650361597,141.1217378774047,4,4,8,0
2025-08-15 05:00:00,43.265275764176394,73,43,100,10.992706632426017,6.71553131863947,49.65648768921554,0.5458592015642205,131.32822087782966,5,4,8,0
2025-08-15 06:00:00,34.20233687407937,53,34,100,9.30179690863195,4.570220623686864,32.74223699513465,0.3045616388630381,168.48844058533308,6,4,8,0
2025-08-15 07:00:00,49.86125954092193,72,49,100,13.704924659550239,0.541415878427018,29.556172754748175,0.4050651208284752,173.4667559063674,7,4,8,0
2025-08-15 08:00:00,79.17514433261302,161,79,100,25.803963849236258,5.967553760307405,36.10922589709866,0.9317611596726395,170.95629645202646,8,4,8,0
2025-08-15 09:00:00,57.41173715166041,143,57,100,17.666460467700094,2.981735186394869,70.99041965121792,1.2541494423536814,113.11953730229287,9,4,8,0
2025-08-15 10:00:00,84.63317690683539,146,84,100,24.165834062110523,2.9388749152006026,75.62459375310085,1.8275313836519553,79.45442526801148,10,4,8,0
2025-08-15 11:00:00,82.18788733591296,177,82,100,24.42285510091238,1.3969568445372627,79.79754162893099,1.948883796612405,90.35758032512949,11,4,8,0
2025-08-15 12:00:00,85.05299346838035,169,85,100,27.52876843293465,4.709578981771222,64.1343360656615,1.7655392861516046,95.18234900129939,12,4,8,0
2025-08-15 13:00:00,69.46260941335072,181,69,100,15.27712763453423,0.690643450580714,92.33817368154783,1.4106620648727957,127.40538687939592,13,4,8,0
2025-08-15 14:00:00,82.32853756562835,121,82,100,27.164529378654976,4.314280183735271,92.531017875652,2.5135615535199975,47.94810724201389,14,4,8,0
2025-08-15 15:00:00,66.70492168243732,157,66,100,22.7262302085882,2.2159862411871685,90.11581389978531,2.047992732120813,76.28792733306088,15,4,8,0
2025-08-15 16:00:00,62.225946725895284,145,62,100,17.806024043086115,1.7091596544050331,124.42937780705529,2.215592492898672,65.15119028423217,16,4,8,0
