timestamp,price_mwh,settlement_point
2025-08-14 17:00:00,131.17606844275272,HB_NORTH
2025-08-14 18:00:00,116.88905322364835,HB_NORTH
2025-08-14 19:00:00,76.48769937914996,HB_NORTH
2025-08-14 20:00:00,76.4879456457623,HB_NORTH
2025-08-14 21:00:00,103.68819223261087,HB_NORTH
2025-08-14 22:00:00,42.67434729152909,HB_NORTH
2025-08-14 23:00:00,30.305256140650478,HB_NORTH
2025-08-15 00:00:00,40.42560043585965,HB_NORTH
2025-08-15 01:00:00,37.41962271566034,HB_NORTH
2025-08-15 02:00:00,15.86719755342202,HB_NORTH
2025-08-15 03:00:00,24.87168879665576,HB_NORTH
2025-08-15 04:00:00,38.142473325952736,HB_NORTH
2025-08-15 05:00:00,49.65648768921554,HB_NORTH
2025-08-15 06:00:00,32.74223699513465,HB_NORTH
2025-08-15 07:00:00,29.556172754748175,HB_NORTH
2025-08-15 08:00:00,36.10922589709866,HB_NORTH
2025-08-15 09:00:00,70.99041965121792,HB_NORTH
2025-08-15 10:00:00,75.62459375310085,HB_NORTH
2025-08-15 11:00:00,79.79754162893099,HB_NORTH
2025-08-15 12:00:00,64.1343360656615,HB_NORTH
2025-08-15 13:00:00,92.33817368154783,HB_NORTH
2025-08-15 14:00:00,92.531017875652,HB_NORTH
2025-08-15 15:00:00,90.11581389978531,HB_NORTH
2025-08-15 16:00:00,124.42937780705529,HB_NORTH
2025-08-15 17:00:00,136.61549804989673,HB_NORTH
2025-08-15 18:00:00,123.85578632677434,HB_NORTH
2025-08-15 19:00:00,78.2652757641764,HB_NORTH
2025-08-15 20:00:00,75.48344456616067,HB_NORTH
2025-08-15 21:00:00,73.09041843560318,HB_NORTH
2025-08-15 22:00:00,45.57122226218915,HB_NORTH
2025-08-15 23:00:00,38.24083969394795,HB_NORTH
2025-08-16 00:00:00,31.149177195836835,HB_NORTH
2025-08-16 01:00:00,199.79790090431717,HB_NORTH
2025-08-16 02:00:00,41.11676288840868,HB_NORTH
2025-08-16 03:00:00,43.94332330108762,HB_NORTH
2025-08-16 04:00:00,42.54997797244736,HB_NORTH
2025-08-16 05:00:00,19.91846710452517,HB_NORTH
2025-08-16 06:00:00,45.9964697578482,HB_NORTH
2025-08-16 07:00:00,46.79716344700701,HB_NORTH
2025-08-16 08:00:00,26.017920605443216,HB_NORTH
2025-08-16 09:00:00,24.62170123484518,HB_NORTH
2025-08-16 10:00:00,34.241962549718146,HB_NORTH
2025-08-16 11:00:00,49.95434252883474,HB_NORTH
2025-08-16 12:00:00,38.3818125199332,HB_NORTH
2025-08-16 13:00:00,31.013616099847987,HB_NORTH
2025-08-16 14:00:00,51.58703868787882,HB_NORTH
2025-08-16 15:00:00,31.21874312112896,HB_NORTH
2025-08-16 16:00:00,68.13737426009132,HB_NORTH
2025-08-16 17:00:00,44.483753194897425,HB_NORTH
2025-08-16 18:00:00,30.07419193778496,HB_NORTH
2025-08-16 19:00:00,32.87838578288373,HB_NORTH
2025-08-16 20:00:00,30.73131205960277,HB_NORTH
2025-08-16 21:00:00,40.01448331524805,HB_NORTH
2025-08-16 22:00:00,46.58186652932028,HB_NORTH
2025-08-16 23:00:00,48.718621335497765,HB_NORTH
2025-08-17 00:00:00,36.755532939548324,HB_NORTH
2025-08-17 01:00:00,32.433698173074454,HB_NORTH
2025-08-17 02:00:00,31.321742758672386,HB_NORTH
2025-08-17 03:00:00,15.0,HB_NORTH
2025-08-17 04:00:00,38.45517943888766,HB_NORTH
2025-08-17 05:00:00,39.52936326533509,HB_NORTH
2025-08-17 06:00:00,33.33939091648935,HB_NORTH
2025-08-17 07:00:00,25.569431915327378,HB_NORTH
2025-08-17 08:00:00,49.039587386592935,HB_NORTH
2025-08-17 09:00:00,34.8144919548836,HB_NORTH
2025-08-17 10:00:00,18.26495378009777,HB_NORTH
2025-08-17 11:00:00,36.023476825496665,HB_NORTH
2025-08-17 12:00:00,30.673907194519867,HB_NORTH
2025-08-17 13:00:00,39.77754099433527,HB_NORTH
2025-08-17 14:00:00,48.61457032891664,HB_NORTH
2025-08-17 15:00:00,57.59731446279966,HB_NORTH
2025-08-17 16:00:00,52.3892977508314,HB_NORTH
2025-08-17 17:00:00,40.869958410645836,HB_NORTH
2025-08-17 18:00:00,64.09711283833873,HB_NORTH
2025-08-17 19:00:00,49.05205305878188,HB_NORTH
2025-08-17 20:00:00,48.92325753491903,HB_NORTH
2025-08-17 21:00:00,30.06567517796673,HB_NORTH
2025-08-17 22:00:00,44.23162608341953,HB_NORTH
2025-08-17 23:00:00,289.5114613146233,HB_NORTH
2025-08-18 00:00:00,43.735894156353794,HB_NORTH
2025-08-18 01:00:00,24.37696286273895,HB_NORTH
2025-08-18 02:00:00,39.73592430635182,HB_NORTH
2025-08-18 03:00:00,27.167467076637628,HB_NORTH
2025-08-18 04:00:00,31.779384837943244,HB_NORTH
2025-08-18 05:00:00,43.135172173696695,HB_NORTH
2025-08-18 06:00:00,22.69135683566045,HB_NORTH
2025-08-18 07:00:00,18.925167654387725,HB_NORTH
2025-08-18 08:00:00,36.84633858532304,HB_NORTH
2025-08-18 09:00:00,83.89824191372635,HB_NORTH
2025-08-18 10:00:00,91.72734307665965,HB_NORTH
2025-08-18 11:00:00,87.82912348425347,HB_NORTH
2025-08-18 12:00:00,84.45477009849779,HB_NORTH
